Date,Evaporation,Volume,V2,SurfaceArea,EvapVol,Initial_Conc,C2 (mg/l)
2025-09-13,7.2997894,478725248.4,478725248.3343019,9,0.06569810459999999,175.00000109037802,175.00000111439422
2025-09-14,7.370088,478725248.4,478725248.3336692,9,0.066330792,175.00000111439422,175.00000113864172
2025-09-15,7.3944283,478725248.4,478725248.33345014,9,0.0665498547,175.00000113864172,175.0000011629693
2025-09-16,7.3643293,478725248.4,478725248.33372104,9,0.06627896369999998,175.0000011629693,175.00000118719785
2025-09-17,7.343324,478725248.4,478725248.33391005,9,0.066089916,175.00000118719785,175.0000012113573
2025-09-18,7.3947325,478725248.4,478725248.3334474,9,0.06655259250000001,175.0000012113573,175.00000123568586
2025-09-19,7.4368753,478725248.4,478725248.3330681,9,0.0669318777,175.00000123568586,175.00000126015308
2025-09-20,7.4758835,478725248.4,478725248.332717,9,0.0672829515,175.00000126015308,175.00000128474863
2025-09-21,7.5675607,478725248.4,478725248.33189195,9,0.0681080463,175.00000128474863,175.00000130964582
2025-09-22,7.529332,478725248.4,478725248.332236,9,0.067763988,175.00000130964582,175.00000133441725
2025-09-23,7.4871626,478725248.4,478725248.3326155,9,0.0673844634,175.00000133441725,175.00000135904995
2025-09-24,7.405216,478725248.4,478725248.33335304,9,0.066646944,175.00000135904995,175.00000138341304
2025-09-25,7.354414,478725248.4,478725248.33381027,9,0.066189726,175.00000138341304,175.00000140760898
2025-09-26,7.3110385,478725248.4,478725248.3342006,9,0.0657993465,175.00000140760898,175.0000014316622
2025-09-27,7.2192836,478725248.4,478725248.33502644,9,0.06497355240000001,175.0000014316622,175.00000145541355
2025-09-28,7.2761126,478725248.4,478725248.334515,9,0.0654850134,175.00000145541355,175.00000147935185
2025-09-29,7.389245,478725248.4,478725248.33349675,9,0.066503205,175.00000147935185,175.0000015036624
2025-09-30,7.3639865,478725248.4,478725248.3337241,9,0.06627587850000001,175.0000015036624,175.0000015278898
